id,entity,country,location_query,confidence,latitude,longitude,geo_source,note,geo_display
ATK-SW-028,Cinia Oy,Sweden,"Gotland, Sweden",medium,57.4174802,18.5369579,location-fixed,Cables cut in Swedish EEZ; spans Baltic NATO region,"Gotland, Sverige"
ATK-SW-029,Linwei Ding (aka Leon Ding),United States,"San Jose, California, United States",high,37.3361663,-121.890591,location,Northern District of California conviction,"San Jose, Santa Clara County, California, United States"
ATK-SW-030,OpenAI,United States,"San Francisco, California, United States",high,37.7879363,-122.4075201,location,OpenAI HQ; SEC whistleblower complaint,"San Francisco, California, United States"
ATK-SW-031,Suchir Balaji,United States,"San Francisco, California, United States",high,37.7879363,-122.4075201,location,Found dead in San Francisco apartment,"San Francisco, California, United States"
ATK-SW-032,Richard White,Australia,"Sydney, New South Wales, Australia",high,-33.8698439,151.2082848,location,WiseTech Sydney HQ raided by AFP and ASIC,"Sydney, New South Wales, Australia"
ATK-SW-033,Apple,United States,"Washington, D.C., United States",high,38.8950982,-77.0363849,location,US District Court for District of Columbia ruling,"Washington, District of Columbia, United States"
ATK-SW-034,Amazon Web Services,United Kingdom,"London, England, United Kingdom",high,51.5074456,-0.1277653,location,UK CMA cloud market report and SMS decision,"Greater London, England, United Kingdom"
ATK-SW-035,AT&T,United States,"Palo Alto, California, United States",medium,37.4443293,-122.1598465,location,"Broadcom HQ; VMware licensing dispute, cross-border","Palo Alto, Santa Clara County, California, United States"
ATK-SW-036,Microsoft,United States,"Redmond, Washington, United States",medium,47.6694141,-122.1238767,location,"Microsoft HQ; Stargate JV, OpenAI cloud shift","Redmond, King County, Washington, 98052, United States"
ATK-SW-037,Sonos customers — existing owners,United States,"Santa Barbara, California, United States",high,34.4221319,-119.702667,location,Sonos HQ; global app release failure,"Santa Barbara, Santa Barbara County, California, United States"
ATK-SW-038,Andy Byron,United States,"New York, New York, United States",medium,40.7127281,-74.0060152,location,Astronomer HQ New York; Coldplay concert incident,"New York, United States"
ATK-SW-039,Funds & accounts managed by BlackRock,United States,"American Fork, Utah, United States",high,40.3768064,-111.7959146,location,Domo HQ; 10-Q covenant breach disclosure,"American Fork, Utah County, Utah, 84003, United States"
ATK-SW-040,Microsoft Corporation,United States,"Redmond, Washington, United States",medium,47.6694141,-122.1238767,location,Microsoft HQ; OpenAI exclusivity restructuring,"Redmond, King County, Washington, 98052, United States"
ATK-SW-041,JSTOR,United States,"Washington, D.C., United States",low,38.8950982,-77.0363849,location,Global CDN supply-chain; Funnull later US-sanctioned,"Washington, District of Columbia, United States"
ATK-SW-042,Microsoft Corporation,United States,"Redmond, Washington, United States",medium,47.6694141,-122.1238767,location,Microsoft HQ; global Defender zero-days,"Redmond, King County, Washington, 98052, United States"
ATK-SW-043,"Awesome Motive, Inc.",United States,"West Palm Beach, Florida, United States",medium,26.715364,-80.0532942,location,Awesome Motive HQ; global WordPress plugin CDN compromise,"West Palm Beach, Palm Beach County, Florida, United States"
ATK-SW-044,"Mastra (Kepler Software, Inc.)",United States,"San Francisco, California, United States",low,37.7879363,-122.4075201,location,Global npm supply-chain; Mastra/Kepler US-based,"San Francisco, California, United States"
